pincode,bio_age_5_17,demo_age_5_17,age_5_17,mbu_rate,demo_rate,risk_category,ihs_score,strategy,state,district
306707,1492.0,45.0,65.0,22.953846153846154,0.6923076923076923,Medium Load,869.2307692307693,Maintain (Digital Nudges),Rajasthan,Jaipur
306708,1886.0,59.0,43.0,43.86046511627907,1.372093023255814,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
306709,640.0,29.0,25.0,25.6,1.16,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
712249,266.0,46.0,39.0,6.82051282051282,1.1794871794871795,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
831001,2134.0,101.0,42.0,50.80952380952381,2.4047619047619047,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831002,13958.0,942.0,688.0,20.287790697674417,1.369186046511628,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831003,1713.0,153.0,23.0,74.47826086956522,6.6521739130434785,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831004,4103.0,386.0,77.0,53.285714285714285,5.012987012987013,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831005,2158.0,229.0,27.0,79.92592592592592,8.481481481481481,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831006,1473.0,84.0,41.0,35.926829268292686,2.048780487804878,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831007,576.0,32.0,16.0,36.0,2.0,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831008,630.0,27.0,14.0,45.0,1.9285714285714286,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831009,1918.0,118.0,31.0,61.87096774193548,3.806451612903226,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831011,2240.0,99.0,60.0,37.333333333333336,1.65,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831012,4643.0,360.0,300.0,15.476666666666667,1.2,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831013,2751.0,213.0,86.0,31.988372093023255,2.4767441860465116,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831014,7.0,1.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Bihar,Patna
831015,910.0,50.0,17.0,53.529411764705884,2.9411764705882355,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831016,503.0,54.0,17.0,29.58823529411765,3.176470588235294,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831017,1641.0,107.0,30.0,54.7,3.566666666666667,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831018,920.0,42.0,15.0,61.333333333333336,2.8,Medium Load,900.0,Maintain (Digital Nudges),Bihar,Patna
831019,28.0,19.0,2.0,14.0,9.5,Low Load,900.0,Maintain (Digital Nudges),Bihar,Patna
712258,232.0,19.0,10.0,23.2,1.9,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700001,82.0,12.0,18.0,4.555555555555555,0.6666666666666666,Low Load,866.6666666666666,Maintain (Digital Nudges),West Bengal,Kolkata
700002,758.0,110.0,74.0,10.243243243243244,1.4864864864864864,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700003,133.0,10.0,13.0,10.23076923076923,0.7692307692307693,Low Load,876.9230769230769,Maintain (Digital Nudges),West Bengal,Kolkata
700004,270.0,16.0,81.0,3.3333333333333335,0.19753086419753085,Low Load,819.7530864197531,Maintain (Digital Nudges),West Bengal,Kolkata
700005,345.0,30.0,16.0,21.5625,1.875,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700006,923.0,80.0,248.0,3.721774193548387,0.3225806451612903,Low Load,832.258064516129,Maintain (Digital Nudges),West Bengal,Kolkata
700007,493.0,65.0,132.0,3.734848484848485,0.49242424242424243,Low Load,849.2424242424242,Maintain (Digital Nudges),West Bengal,Kolkata
700008,417.0,52.0,47.0,8.872340425531915,1.1063829787234043,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700009,739.0,62.0,89.0,8.303370786516854,0.6966292134831461,Low Load,869.6629213483146,Maintain (Digital Nudges),West Bengal,Kolkata
700010,403.0,44.0,38.0,10.605263157894736,1.1578947368421053,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700011,577.0,32.0,86.0,6.709302325581396,0.37209302325581395,Low Load,837.2093023255813,Maintain (Digital Nudges),West Bengal,Kolkata
700012,310.0,18.0,36.0,8.61111111111111,0.5,Low Load,850.0,Maintain (Digital Nudges),West Bengal,Kolkata
700013,127.0,5.0,20.0,6.35,0.25,Low Load,825.0,Maintain (Digital Nudges),West Bengal,Kolkata
700014,1080.0,140.0,206.0,5.242718446601942,0.6796116504854369,Low Load,867.9611650485436,Maintain (Digital Nudges),West Bengal,Kolkata
700015,866.0,94.0,121.0,7.1570247933884295,0.7768595041322314,Low Load,877.6859504132232,Maintain (Digital Nudges),West Bengal,Kolkata
700016,706.0,116.0,303.0,2.33003300330033,0.38283828382838286,Low Load,838.2838283828382,Maintain (Digital Nudges),West Bengal,Kolkata
700017,687.0,100.0,111.0,6.1891891891891895,0.9009009009009009,Low Load,890.0900900900901,Maintain (Digital Nudges),West Bengal,Kolkata
700018,958.0,157.0,296.0,3.2364864864864864,0.5304054054054054,Low Load,853.0405405405405,Maintain (Digital Nudges),West Bengal,Kolkata
700019,602.0,49.0,67.0,8.985074626865671,0.7313432835820896,Low Load,873.1343283582089,Maintain (Digital Nudges),West Bengal,Kolkata
700020,234.0,20.0,19.0,12.31578947368421,1.0526315789473684,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700021,13.0,0.0,1.0,13.0,0.0,Low Load,800.0,Awareness (SMS Campaigns),West Bengal,Kolkata
700022,36.0,1.0,4.0,9.0,0.25,Low Load,825.0,Maintain (Digital Nudges),West Bengal,Kolkata
700023,1150.0,255.0,539.0,2.1335807050092765,0.47309833024118736,Low Load,847.3098330241187,Maintain (Digital Nudges),West Bengal,Kolkata
700024,1293.0,327.0,302.0,4.281456953642384,1.0827814569536425,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700025,302.0,12.0,32.0,9.4375,0.375,Low Load,837.5,Maintain (Digital Nudges),West Bengal,Kolkata
700026,405.0,54.0,52.0,7.788461538461538,1.0384615384615385,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700027,478.0,43.0,52.0,9.192307692307692,0.8269230769230769,Low Load,882.6923076923077,Maintain (Digital Nudges),West Bengal,Kolkata
700028,706.0,105.0,49.0,14.408163265306122,2.142857142857143,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700029,279.0,30.0,26.0,10.73076923076923,1.1538461538461537,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700030,430.0,30.0,37.0,11.621621621621621,0.8108108108108109,Low Load,881.081081081081,Maintain (Digital Nudges),West Bengal,Kolkata
700031,204.0,19.0,23.0,8.869565217391305,0.8260869565217391,Low Load,882.6086956521739,Maintain (Digital Nudges),West Bengal,Kolkata
700032,346.0,31.0,37.0,9.35135135135135,0.8378378378378378,Low Load,883.7837837837837,Maintain (Digital Nudges),West Bengal,Kolkata
700033,330.0,62.0,45.0,7.333333333333333,1.3777777777777778,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700034,539.0,121.0,45.0,11.977777777777778,2.688888888888889,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700035,418.0,118.0,29.0,14.413793103448276,4.068965517241379,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700036,344.0,65.0,36.0,9.555555555555555,1.8055555555555556,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700037,490.0,23.0,41.0,11.951219512195122,0.5609756097560976,Low Load,856.0975609756098,Maintain (Digital Nudges),West Bengal,Kolkata
700038,223.0,31.0,23.0,9.695652173913043,1.3478260869565217,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700039,1780.0,277.0,343.0,5.189504373177843,0.8075801749271136,Low Load,880.7580174927114,Maintain (Digital Nudges),West Bengal,Kolkata
700040,305.0,55.0,32.0,9.53125,1.71875,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700041,203.0,22.0,19.0,10.68421052631579,1.1578947368421053,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700042,398.0,74.0,65.0,6.123076923076923,1.1384615384615384,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700043,155.0,15.0,10.0,15.5,1.5,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700044,912.0,103.0,205.0,4.4487804878048784,0.5024390243902439,Low Load,850.2439024390244,Maintain (Digital Nudges),West Bengal,Kolkata
700045,213.0,21.0,16.0,13.3125,1.3125,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700046,918.0,125.0,109.0,8.422018348623853,1.146788990825688,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700047,310.0,33.0,26.0,11.923076923076923,1.2692307692307692,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700048,476.0,85.0,48.0,9.916666666666666,1.7708333333333333,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700049,766.0,91.0,130.0,5.892307692307693,0.7,Low Load,870.0,Maintain (Digital Nudges),West Bengal,Kolkata
700050,246.0,18.0,21.0,11.714285714285714,0.8571428571428571,Low Load,885.7142857142857,Maintain (Digital Nudges),West Bengal,Kolkata
700051,391.0,71.0,26.0,15.038461538461538,2.730769230769231,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700052,246.0,42.0,8.0,30.75,5.25,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700053,416.0,73.0,44.0,9.454545454545455,1.6590909090909092,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700054,700.0,76.0,56.0,12.5,1.3571428571428572,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700055,444.0,72.0,40.0,11.1,1.8,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700056,583.0,81.0,99.0,5.888888888888889,0.8181818181818182,Low Load,881.8181818181819,Maintain (Digital Nudges),West Bengal,Kolkata
700057,247.0,83.0,36.0,6.861111111111111,2.3055555555555554,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700058,649.0,159.0,85.0,7.635294117647059,1.8705882352941177,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700059,691.0,80.0,56.0,12.339285714285714,1.4285714285714286,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700060,573.0,95.0,53.0,10.81132075471698,1.7924528301886793,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700061,828.0,120.0,88.0,9.409090909090908,1.3636363636363635,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700062,2.0,1.0,1.0,2.0,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700063,520.0,71.0,44.0,11.818181818181818,1.6136363636363635,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700064,365.0,17.0,17.0,21.470588235294116,1.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700065,622.0,90.0,51.0,12.196078431372548,1.7647058823529411,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700066,511.0,122.0,265.0,1.9283018867924528,0.46037735849056605,Low Load,846.0377358490566,Maintain (Digital Nudges),West Bengal,Kolkata
700067,536.0,71.0,41.0,13.073170731707316,1.7317073170731707,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700068,43.0,9.0,9.0,4.777777777777778,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700069,3.0,0.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
700070,381.0,78.0,44.0,8.659090909090908,1.7727272727272727,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700071,17.0,3.0,2.0,8.5,1.5,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700072,23.0,6.0,10.0,2.3,0.6,Low Load,860.0,Maintain (Digital Nudges),West Bengal,Kolkata
700073,280.0,21.0,43.0,6.511627906976744,0.4883720930232558,Low Load,848.8372093023256,Maintain (Digital Nudges),West Bengal,Kolkata
700074,348.0,36.0,23.0,15.130434782608695,1.565217391304348,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700075,386.0,33.0,63.0,6.126984126984127,0.5238095238095238,Low Load,852.3809523809524,Maintain (Digital Nudges),West Bengal,Kolkata
700076,35.0,15.0,5.0,7.0,3.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700077,112.0,8.0,7.0,16.0,1.1428571428571428,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700078,509.0,57.0,50.0,10.18,1.14,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700079,195.0,23.0,16.0,12.1875,1.4375,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700080,28.0,4.0,1.0,28.0,4.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700081,140.0,13.0,7.0,20.0,1.8571428571428572,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700082,302.0,43.0,36.0,8.38888888888889,1.1944444444444444,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700083,101.0,12.0,13.0,7.769230769230769,0.9230769230769231,Low Load,892.3076923076923,Maintain (Digital Nudges),West Bengal,Kolkata
700084,703.0,162.0,67.0,10.492537313432836,2.417910447761194,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700085,164.0,21.0,17.0,9.647058823529411,1.2352941176470589,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700086,115.0,6.0,11.0,10.454545454545455,0.5454545454545454,Low Load,854.5454545454545,Maintain (Digital Nudges),West Bengal,Kolkata
700087,17.0,2.0,3.0,5.666666666666667,0.6666666666666666,Low Load,866.6666666666666,Maintain (Digital Nudges),West Bengal,Kolkata
700088,164.0,25.0,23.0,7.130434782608695,1.0869565217391304,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700089,52.0,13.0,5.0,10.4,2.6,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700090,265.0,39.0,30.0,8.833333333333334,1.3,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700091,206.0,21.0,7.0,29.428571428571427,3.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700092,203.0,21.0,25.0,8.12,0.84,Low Load,884.0,Maintain (Digital Nudges),West Bengal,Kolkata
700093,201.0,19.0,20.0,10.05,0.95,Low Load,895.0,Maintain (Digital Nudges),West Bengal,Kolkata
700094,315.0,63.0,42.0,7.5,1.5,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700095,39.0,8.0,4.0,9.75,2.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700096,81.0,12.0,12.0,6.75,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700097,38.0,5.0,5.0,7.6,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700098,88.0,4.0,7.0,12.571428571428571,0.5714285714285714,Low Load,857.1428571428571,Maintain (Digital Nudges),West Bengal,Kolkata
700099,317.0,79.0,74.0,4.283783783783784,1.0675675675675675,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700100,192.0,52.0,25.0,7.68,2.08,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700101,212.0,11.0,13.0,16.307692307692307,0.8461538461538461,Medium Load,884.6153846153846,Maintain (Digital Nudges),West Bengal,Kolkata
700102,652.0,85.0,162.0,4.0246913580246915,0.5246913580246914,Low Load,852.4691358024692,Maintain (Digital Nudges),West Bengal,Kolkata
700103,1149.0,182.0,121.0,9.49586776859504,1.5041322314049588,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700104,1692.0,231.0,168.0,10.071428571428571,1.375,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700105,771.0,113.0,81.0,9.518518518518519,1.3950617283950617,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700106,90.0,16.0,7.0,12.857142857142858,2.2857142857142856,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700107,338.0,25.0,30.0,11.266666666666667,0.8333333333333334,Low Load,883.3333333333334,Maintain (Digital Nudges),West Bengal,Kolkata
700108,206.0,35.0,19.0,10.842105263157896,1.8421052631578947,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700109,265.0,27.0,16.0,16.5625,1.6875,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700110,1043.0,100.0,191.0,5.460732984293194,0.5235602094240838,Low Load,852.3560209424083,Maintain (Digital Nudges),West Bengal,Kolkata
700111,231.0,64.0,16.0,14.4375,4.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700112,226.0,15.0,12.0,18.833333333333332,1.25,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700113,419.0,40.0,23.0,18.217391304347824,1.7391304347826086,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700114,249.0,27.0,14.0,17.785714285714285,1.9285714285714286,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700115,234.0,24.0,17.0,13.764705882352942,1.411764705882353,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700116,90.0,4.0,2.0,45.0,2.0,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
306901,967.0,46.0,17.0,56.88235294117647,2.7058823529411766,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
306902,2062.0,142.0,35.0,58.91428571428571,4.057142857142857,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
700117,206.0,22.0,22.0,9.363636363636363,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700118,354.0,34.0,29.0,12.206896551724139,1.1724137931034482,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700121,1040.0,166.0,132.0,7.878787878787879,1.2575757575757576,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700122,578.0,95.0,20.0,28.9,4.75,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700123,326.0,72.0,29.0,11.241379310344827,2.4827586206896552,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700119,1448.0,183.0,263.0,5.505703422053232,0.6958174904942965,Low Load,869.5817490494296,Maintain (Digital Nudges),West Bengal,Kolkata
700120,442.0,54.0,26.0,17.0,2.076923076923077,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700126,1071.0,147.0,52.0,20.596153846153847,2.826923076923077,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700127,215.0,28.0,9.0,23.88888888888889,3.111111111111111,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
306912,1014.0,25.0,36.0,28.166666666666668,0.6944444444444444,Medium Load,869.4444444444445,Maintain (Digital Nudges),Rajasthan,Jaipur
700128,1193.0,168.0,79.0,15.10126582278481,2.1265822784810124,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700129,405.0,69.0,115.0,3.5217391304347827,0.6,Low Load,860.0,Maintain (Digital Nudges),West Bengal,Kolkata
700131,458.0,57.0,28.0,16.357142857142858,2.0357142857142856,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700132,441.0,37.0,34.0,12.970588235294118,1.088235294117647,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700133,27.0,6.0,4.0,6.75,1.5,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700134,4.0,1.0,2.0,2.0,0.5,Low Load,850.0,Maintain (Digital Nudges),West Bengal,Kolkata
700135,4550.0,548.0,186.0,24.462365591397848,2.946236559139785,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700136,699.0,141.0,71.0,9.845070422535212,1.9859154929577465,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700137,1811.0,195.0,190.0,9.531578947368422,1.0263157894736843,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700130,414.0,37.0,29.0,14.275862068965518,1.2758620689655173,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700138,416.0,37.0,66.0,6.303030303030303,0.5606060606060606,Low Load,856.060606060606,Maintain (Digital Nudges),West Bengal,Kolkata
700140,1204.0,204.0,237.0,5.080168776371308,0.8607594936708861,Low Load,886.0759493670886,Maintain (Digital Nudges),West Bengal,Kolkata
700141,1228.0,269.0,233.0,5.2703862660944205,1.1545064377682404,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700139,268.0,37.0,61.0,4.39344262295082,0.6065573770491803,Low Load,860.655737704918,Maintain (Digital Nudges),West Bengal,Kolkata
700143,142.0,26.0,23.0,6.173913043478261,1.1304347826086956,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700142,197.0,21.0,45.0,4.377777777777778,0.4666666666666667,Low Load,846.6666666666666,Maintain (Digital Nudges),West Bengal,Kolkata
700144,746.0,80.0,49.0,15.224489795918368,1.6326530612244898,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700145,1059.0,179.0,174.0,6.086206896551724,1.028735632183908,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700146,110.0,18.0,17.0,6.470588235294118,1.0588235294117647,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700147,459.0,97.0,56.0,8.196428571428571,1.7321428571428572,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700148,100.0,15.0,8.0,12.5,1.875,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700149,344.0,71.0,35.0,9.82857142857143,2.0285714285714285,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700150,2023.0,297.0,177.0,11.429378531073446,1.6779661016949152,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700151,212.0,38.0,40.0,5.3,0.95,Low Load,895.0,Maintain (Digital Nudges),West Bengal,Kolkata
700152,591.0,148.0,63.0,9.380952380952381,2.3492063492063493,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700153,119.0,27.0,27.0,4.407407407407407,1.0,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700154,376.0,72.0,54.0,6.962962962962963,1.3333333333333333,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700155,214.0,19.0,13.0,16.46153846153846,1.4615384615384615,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700156,327.0,112.0,19.0,17.210526315789473,5.894736842105263,Medium Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700157,674.0,137.0,49.0,13.755102040816327,2.795918367346939,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700158,4.0,5.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
700159,556.0,55.0,75.0,7.413333333333333,0.7333333333333333,Low Load,873.3333333333334,Maintain (Digital Nudges),West Bengal,Kolkata
700160,13.0,15.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
700161,23.0,17.0,5.0,4.6,3.4,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700162,48.0,36.0,31.0,1.5483870967741935,1.1612903225806452,Low Load,900.0,Maintain (Digital Nudges),West Bengal,Kolkata
700163,4.0,0.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),West Bengal,Kolkata
307001,2666.0,433.0,128.0,20.828125,3.3828125,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307019,396.0,51.0,49.0,8.081632653061224,1.0408163265306123,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307022,4121.0,531.0,899.0,4.583982202447164,0.5906562847608454,Low Load,859.0656284760845,Maintain (Digital Nudges),Rajasthan,Jaipur
307023,1724.0,176.0,159.0,10.842767295597485,1.1069182389937107,Low Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307024,1642.0,178.0,630.0,2.6063492063492064,0.28253968253968254,Low Load,828.2539682539682,Maintain (Digital Nudges),Rajasthan,Jaipur
307025,4453.0,527.0,993.0,4.484390735146022,0.5307150050352467,Low Load,853.0715005035247,Maintain (Digital Nudges),Rajasthan,Jaipur
307026,8379.0,919.0,2063.0,4.061560833737276,0.44546776539020844,Low Load,844.5467765390208,Maintain (Digital Nudges),Rajasthan,Jaipur
307027,1267.0,82.0,40.0,31.675,2.05,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307028,1608.0,101.0,40.0,40.2,2.525,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307029,3758.0,152.0,235.0,15.991489361702127,0.6468085106382979,Medium Load,864.6808510638298,Maintain (Digital Nudges),Rajasthan,Jaipur
307030,2277.0,95.0,87.0,26.17241379310345,1.0919540229885059,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307031,337.0,38.0,60.0,5.616666666666666,0.6333333333333333,Low Load,863.3333333333334,Maintain (Digital Nudges),Rajasthan,Jaipur
307042,484.0,50.0,15.0,32.266666666666666,3.3333333333333335,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
307043,770.0,42.0,32.0,24.0625,1.3125,Medium Load,900.0,Maintain (Digital Nudges),Rajasthan,Jaipur
176001,2143.0,111.0,1.0,2143.0,111.0,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176021,551.0,85.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176022,693.0,161.0,2.0,346.5,80.5,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176023,1211.0,113.0,2.0,605.5,56.5,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176025,547.0,24.0,1.0,547.0,24.0,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176026,218.0,17.0,1.0,218.0,17.0,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176027,614.0,52.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176028,304.0,29.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176029,576.0,65.0,1.0,576.0,65.0,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
176030,268.0,58.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176031,719.0,98.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176032,326.0,19.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176033,297.0,18.0,0.0,0.0,0.0,Low Load,600.0,Intervention (Mobile Vans/Camps),Himachal Pradesh,Shimla
176036,546.0,55.0,1.0,546.0,55.0,High Load,900.0,Maintain (Digital Nudges),Himachal Pradesh,Shimla
